ml, 70, 187
hg, 99, 174
si, 67, 148
dc, 40, 164
iu, 74, 146
as, 68, 144
es, 86, 143
yg, 73, 150
aa, 82, 165
ur, 69, 176
fi, 55, 165
cs, 58, 188
db, 52, 173
te, 75, 178
tx, 66, 144
oy, 64, 196
js, 79, 189
pb, 46, 192
bb, 89, 180
jo, 87, 190
mf, 61, 169
ac, 70, 174
zo, 63, 163
yc, 52, 173
so, 97, 181
kn, 67, 158
jq, 66, 176
ux, 78, 144
ie, 43, 167
fl, 92, 175
sx, 46, 160
zz, 78, 144
rx, 73, 162
vr, 40, 145
eo, 68, 166
ej, 50, 177
ou, 99, 169
xc, 67, 186
vc, 57, 196
cw, 65, 153
ml, 45, 156
el, 48, 144
ck, 57, 148
ik, 58, 165
qb, 51, 198
yk, 46, 195
gu, 89, 186
jh, 99, 143
mn, 79, 172
al, 62, 170
uq, 77, 144
cv, 95, 161
ie, 58, 143
mv, 76, 151
la, 48, 185
fr, 68, 166
ai, 49, 147
pa, 69, 192
kz, 75, 187
nt, 92, 142
ck, 47, 182
hr, 60, 199
qm, 62, 163
fx, 63, 195
be, 73, 183
fp, 44, 142
nv, 77, 176
wz, 92, 182
nu, 44, 171
rm, 93, 191
mc, 40, 179
jx, 84, 187
ln, 85, 185
fx, 83, 183
ge, 42, 141
vi, 51, 151
xp, 79, 184
vc, 76, 168
pd, 50, 152
ib, 64, 149
kf, 92, 162
gj, 54, 164
yu, 78, 145
mj, 74, 141
nf, 46, 152
hv, 57, 190
ef, 60, 181
ps, 59, 146
ta, 98, 150
st, 69, 177
ln, 67, 170
xh, 82, 175
si, 80, 193
cp, 87, 163
vx, 88, 176
dl, 41, 160
qn, 58, 177
ky, 78, 148
ur, 67, 143
ez, 82, 155
wf, 43, 140
at, 94, 161
gv, 77, 184
yr, 47, 182
fa, 64, 148
gm, 63, 168
tf, 47, 158
mh, 55, 199
if, 82, 159
lq, 95, 187
fr, 74, 186
yj, 97, 163
ok, 64, 170
cu, 91, 189
oq, 93, 177
cd, 46, 166
ox, 69, 147
hn, 53, 150
cj, 82, 169
vi, 75, 165
pb, 46, 144
qr, 77, 184
tc, 45, 186
sh, 90, 186
ka, 64, 186
ld, 50, 172
xq, 49, 169
hq, 75, 196
ms, 59, 141
kq, 46, 157
bj, 61, 185
fp, 83, 141
kg, 50, 180
iy, 97, 199
om, 71, 165
ql, 47, 173
qz, 86, 185
kx, 79, 166
au, 74, 159
bn, 79, 142
bn, 67, 194
aa, 88, 158
aa, 98, 158
wz, 60, 194
ni, 49, 193
pn, 83, 157
ab, 81, 182
bb, 60, 144
eo, 91, 151
mm, 79, 156
pv, 44, 155
km, 47, 165
mo, 53, 152
ak, 63, 156
gg, 58, 184
oa, 40, 143
ze, 73, 193
gc, 84, 189
sx, 54, 164
de, 50, 143
rm, 75, 188
lf, 72, 188
rc, 92, 170
jm, 87, 188
on, 98, 177
fu, 41, 141
qd, 84, 156
qi, 98, 145
zx, 97, 183
ik, 90, 141
xn, 41, 177
yf, 98, 172
vv, 56, 181
nz, 86, 181
tq, 55, 166
kp, 44, 174
jh, 89, 170
ps, 83, 183
ic, 43, 148
qu, 53, 176
fs, 98, 184
ra, 88, 187
wd, 59, 161
zc, 78, 175
aa, 70, 150
go, 82, 141
lg, 82, 193
um, 74, 140
tc, 87, 171
wg, 47, 162
sz, 84, 178
ei, 85, 186
ld, 94, 160
dj, 83, 190
fo, 91, 143
pl, 43, 198
ya, 44, 188
ik, 62, 159
rd, 58, 196
qz, 62, 175
uq, 64, 148
vf, 61, 147
fa, 42, 176
fg, 40, 147
mt, 99, 185
xm, 83, 159
kj, 98, 172
ii, 78, 155
zz, 61, 182
dq, 47, 183
re, 88, 153
cr, 49, 157
zt, 92, 153
rv, 40, 161
fu, 58, 188
pk, 60, 198
aa, 71, 165
gh, 94, 149
kf, 87, 176
he, 66, 197
wo, 81, 177
qq, 51, 177
ea, 83, 188
yb, 72, 154
rt, 41, 189
ul, 81, 144
yc, 46, 199
om, 65, 141
hs, 54, 185
dm, 46, 183
oy, 60, 155
bz, 43, 197
xz, 99, 191
nw, 67, 164
oi, 87, 164
hp, 66, 145
ou, 55, 183
iu, 80, 167
re, 95, 164
qs, 96, 189
dy, 63, 159
yf, 64, 194
wr, 92, 173
as, 60, 189
sp, 93, 161
vm, 75, 188
cp, 42, 163
kt, 83, 170
qc, 56, 167
yg, 98, 152
kg, 67, 174
mv, 62, 195
xi, 91, 154
pv, 69, 187
ew, 72, 143
lr, 97, 170
lg, 61, 166
cv, 60, 170
gv, 90, 163
od, 93, 171
tf, 47, 179
yx, 49, 169
rl, 69, 188
cr, 63, 168
qr, 41, 168
xx, 86, 197
ld, 69, 189
ps, 43, 143
vc, 41, 158
pi, 90, 182
pg, 95, 187
dm, 77, 181
ur, 67, 190
ot, 93, 180
sa, 73, 198
rn, 40, 176
lr, 83, 182
pw, 93, 178
rt, 74, 143
mb, 73, 158
zf, 59, 148
he, 71, 153
ip, 78, 197
lu, 91, 195
gi, 52, 153
ku, 88, 187
je, 94, 199
lh, 79, 175
eq, 46, 155
ty, 96, 176
ut, 54, 163
sm, 57, 157
we, 59, 182
ws, 93, 167
cb, 65, 144
nr, 41, 199
rl, 55, 149
yq, 78, 163
ds, 71, 180
nt, 60, 167
px, 83, 155
gn, 71, 159
uu, 58, 193
ny, 98, 178
ij, 80, 154
yo, 62, 165
kn, 57, 157
ze, 48, 181
ik, 42, 170
mf, 62, 193
cq, 88, 155
xh, 42, 156
lo, 94, 157
la, 56, 174
ss, 48, 140
gk, 84, 157
os, 40, 174
cz, 77, 182
tz, 85, 188
de, 71, 166
au, 93, 143
rw, 84, 145
hv, 81, 161
go, 83, 149
ve, 52, 197
lk, 74, 184
ed, 66, 181
xd, 58, 190
dj, 52, 159
kk, 71, 155
qa, 99, 183
wf, 93, 168
vu, 82, 188
kl, 88, 175
en, 75, 188
th, 85, 148
sg, 46, 194
rz, 77, 149
yl, 61, 181
tw, 76, 161
mu, 77, 190
zv, 56, 174
qv, 58, 175
hn, 87, 153
ih, 70, 164
gu, 73, 164
dy, 65, 140
fq, 83, 195
aq, 92, 148
zz, 60, 148
ts, 44, 196
bn, 53, 144
ql, 58, 144
re, 73, 140
uq, 47, 154
vc, 41, 150
rq, 43, 186
gb, 82, 150
sf, 47, 167
wn, 95, 189
dz, 68, 158
fx, 52, 191
xz, 79, 151
wi, 66, 145
bj, 71, 174
wh, 47, 171
qm, 88, 163
bf, 40, 152
mx, 87, 141
rl, 62, 168
cl, 41, 160
ct, 74, 176
xp, 79, 162
ba, 50, 143
ip, 98, 144
uv, 90, 148
yt, 70, 189
gr, 76, 193
ft, 48, 141
rn, 47, 161
vi, 69, 168
mh, 53, 175
ub, 63, 175
qe, 57, 168
ed, 41, 190
lp, 50, 147
ub, 76, 170
lq, 41, 183
ar, 92, 199
pg, 69, 158
ru, 44, 186
cr, 87, 175
pj, 69, 192
ki, 88, 190
hl, 78, 155
mw, 97, 163
ni, 56, 186
xx, 62, 141
xa, 44, 195
hr, 63, 159
xf, 96, 192
gm, 96, 187
su, 98, 182
mx, 76, 178
jb, 49, 153
ze, 85, 153
ry, 54, 144
bo, 98, 183
xq, 81, 198
ti, 80, 161
hj, 59, 190
rj, 96, 184
qt, 73, 174
wb, 49, 184
vg, 48, 190
fp, 42, 180
do, 45, 184
po, 92, 157
lg, 56, 146
cn, 80, 166
tk, 52, 193
bx, 99, 144
uv, 88, 150
fj, 56, 143
ot, 67, 182
pz, 64, 140
nn, 65, 175
yh, 45, 156
ud, 90, 162
zv, 92, 176
ar, 92, 170
fl, 65, 141
uf, 79, 191
gu, 72, 191
al, 69, 143
af, 73, 193
kt, 43, 170
rd, 76, 197
nn, 55, 184
ce, 81, 198
xj, 72, 141
au, 73, 185
pj, 59, 179
si, 86, 159
df, 42, 183
hs, 66, 143
eg, 89, 154
fq, 87, 149
td, 87, 188
ge, 63, 149
wc, 97, 144
yu, 66, 161
tz, 75, 161
et, 97, 172
no, 90, 146
ns, 77, 165
vd, 65, 148
qh, 62, 181
qc, 87, 171
la, 89, 142
pl, 88, 165
cl, 82, 170
gd, 52, 175
wj, 98, 181
kd, 86, 181
jd, 71, 158
ly, 44, 184
bo, 90, 161
oi, 62, 195
gx, 57, 145
hm, 71, 183
qi, 76, 159
ib, 88, 140
ys, 95, 154
eb, 91, 182
po, 49, 156
ln, 71, 169
ir, 78, 160
qj, 72, 163
qr, 48, 151
nt, 86, 169
gg, 72, 186
iw, 89, 169
uh, 45, 192
gi, 77, 141
oc, 75, 167
ik, 90, 140
jy, 59, 169
qu, 78, 176
gm, 66, 192
wx, 93, 184
dj, 67, 163
pr, 50, 176
jp, 82, 177
xz, 98, 199
vj, 69, 158
lq, 85, 172
bu, 97, 169
un, 87, 184
jv, 82, 160
gp, 43, 156
tf, 66, 161
jz, 83, 173
lr, 48, 166
al, 94, 158
nq, 53, 144
fm, 87, 180
pv, 56, 175
em, 46, 140
qf, 99, 173
lq, 72, 174
hw, 99, 187
ov, 57, 197
gn, 51, 151
jl, 88, 189
uw, 85, 198
kl, 45, 194
nx, 95, 173
th, 96, 148
iq, 48, 177
qg, 46, 157
mm, 89, 169
pt, 95, 183
hl, 55, 195
ou, 71, 169
jg, 47, 146
uc, 77, 157
bp, 80, 189
fm, 50, 155
ht, 47, 148
ka, 95, 160
ue, 50, 191
nv, 69, 155
xk, 53, 168
yn, 89, 163
kn, 96, 160
qi, 40, 188
sl, 85, 154
md, 78, 162
ci, 65, 173
ss, 74, 145
mh, 46, 168
vs, 89, 143
za, 90, 195
sv, 83, 156
jp, 85, 145
li, 64, 173
pt, 45, 178
tn, 82, 161
ua, 98, 172
fv, 69, 168
vm, 82, 178
ot, 54, 143
mb, 71, 198
nz, 74, 152
rg, 49, 164
sq, 89, 157
nb, 78, 173
zk, 82, 159
ja, 92, 172
qd, 94, 184
eq, 87, 153
sp, 52, 163
qt, 94, 142
rf, 92, 180
kc, 96, 173
yg, 49, 159
ni, 63, 158
rt, 89, 185
bo, 70, 175
ha, 78, 172
hg, 53, 173
hp, 89, 193
ui, 46, 154
qf, 93, 195
dc, 55, 157
id, 88, 147
vm, 56, 143
uq, 59, 149
yc, 47, 184
wy, 54, 144
il, 57, 184
wz, 74, 182
qe, 86, 157
mg, 65, 148
ac, 72, 173
zm, 65, 161
yz, 66, 143
yu, 95, 194
xf, 74, 193
hg, 89, 195
nf, 67, 150
lx, 64, 196
xu, 66, 167
zx, 93, 167
tq, 87, 156
mj, 96, 154
sw, 66, 165
fg, 69, 183
qb, 53, 163
qh, 46, 147
nl, 88, 186
uu, 51, 183
ag, 67, 192
dh, 52, 144
lb, 92, 198
hd, 62, 162
ju, 74, 193
nq, 80, 158
ki, 78, 185
zo, 77, 140
qa, 85, 171
qt, 58, 199
yw, 51, 176
yn, 48, 198
zu, 80, 167
kl, 44, 178
uv, 90, 172
lg, 83, 146
ws, 59, 183
zd, 66, 156
tt, 65, 142
ax, 57, 155
dz, 78, 198
ml, 55, 176
rp, 76, 196
qi, 85, 160
gf, 62, 196
vv, 46, 159
ec, 78, 173
uz, 89, 151
ay, 75, 142
lo, 80, 183
og, 60, 179
kp, 67, 193
xi, 80, 181
xb, 45, 170
ym, 95, 197
pm, 49, 192
ui, 90, 158
bm, 99, 144
kq, 54, 167
ap, 42, 153
lh, 81, 162
ne, 92, 160
of, 44, 164
eh, 69, 148
qd, 47, 162
vb, 62, 175
cy, 52, 152
nf, 42, 172
hi, 47, 147
qq, 86, 171
gd, 45, 179
bx, 78, 164
gz, 65, 199
kb, 75, 160
df, 93, 196
bw, 44, 191
dg, 63, 156
zk, 86, 182
fg, 55, 143
hq, 88, 156
rb, 79, 143
zq, 78, 194
gr, 62, 152
ng, 59, 167
md, 68, 183
ns, 74, 192
yt, 71, 187
vc, 51, 186
lk, 95, 171
rh, 70, 189
sc, 52, 187
jg, 70, 163
ft, 85, 192
nv, 40, 144
wo, 60, 190
qh, 86, 155
cv, 72, 146
no, 69, 174
ew, 72, 191
kl, 94, 154
rf, 76, 193
dq, 97, 151
ek, 59, 185
yq, 90, 197
za, 74, 192
rc, 67, 158
wc, 71, 188
us, 72, 193
rh, 44, 194
sn, 75, 150
os, 86, 187
av, 60, 151
ev, 42, 193
ja, 97, 183
ye, 73, 143
si, 43, 190
bf, 88, 167
io, 47, 169
da, 48, 155
ip, 47, 145
il, 76, 172
yu, 60, 196
of, 84, 181
ca, 68, 190
zr, 94, 174
vn, 84, 196
kc, 98, 180
jk, 74, 166
hw, 54, 156
wf, 58, 158
oo, 68, 191
ty, 55, 185
oq, 95, 177
eo, 41, 150
re, 90, 170
sh, 56, 185
hl, 76, 165
av, 72, 144
sp, 51, 171
hf, 45, 195
sj, 73, 150
ek, 84, 142
gr, 53, 154
py, 40, 181
vx, 96, 185
lv, 97, 150
ef, 92, 174
gs, 47, 195
wn, 59, 194
is, 95, 185
zp, 92, 165
dc, 96, 186
ac, 64, 189
mb, 75, 179
vo, 67, 174
ae, 77, 167
vq, 76, 151
wt, 67, 188
je, 64, 176
ue, 95, 157
ck, 43, 171
xc, 60, 157
uq, 59, 164
sj, 93, 140
ff, 93, 164
ay, 43, 170
na, 96, 148
br, 88, 160
mc, 55, 171
fj, 40, 196
ur, 67, 191
te, 69, 187
ic, 76, 157
xi, 70, 170
ln, 75, 147
kw, 51, 141
qn, 84, 141
wm, 65, 150
wr, 54, 169
dl, 59, 193
ad, 98, 155
ie, 60, 171
gg, 53, 166
tw, 79, 154
jy, 98, 141
jq, 84, 198
kz, 93, 167
ff, 52, 143
